name,jitter,time,which
cherokee,-1.3502566036788417,4.319,0
cherokee,0.1737603531976659,4.273,0
cherokee,0.0,4.273,1
cherokee,0.0,4.319,2
cherokee,0.0,4.296,3
cherokee,0.0,4.319,4
cherokee,0.0,4.273,4
httpd,-0.1467845573821093,4.224,0
httpd,1.3799114415910803,4.832,0
httpd,-0.41520191920736566,4.668,0
httpd,0.7048518462118756,4.637,0
httpd,-0.3256841523301447,4.534,0
httpd,1.410517628487039,4.793,0
httpd,-0.5024960728781304,4.776,0
httpd,0.46525003190301634,4.678,0
httpd,-0.9440877838547265,3.844,0
httpd,1.2910736182169666,4.934,0
httpd,1.010261881941981,4.893,0
httpd,-0.7487484445983567,4.742,0
httpd,0.013258329033569693,4.677,0
httpd,-0.3408261600569879,4.522,0
httpd,0.6852872180139689,4.343,0
httpd,-1.0776616513248924,4.74,0
httpd,1.5384048565424997,4.679,0
httpd,2.7227292665993548,4.611,0
httpd,2.071839876357566,4.763,0
httpd,-0.19432627561321814,4.692,0
httpd,0.6484445642396407,4.557,0
httpd,1.2112124342524933,3.759,0
httpd,-0.8412424325464919,4.505,0
httpd,0.3500272123708512,4.618,0
httpd,1.464957449009898,4.559,0
httpd,-0.16417653446799998,4.504,0
httpd,0.6758486683711153,4.443,0
httpd,1.9538020225058175,4.657,0
httpd,1.201841089204287,4.62,0
httpd,0.1611796251341533,4.551,0
httpd,-1.5243266462181226,4.735,0
httpd,-1.2999432561024165,4.508,0
httpd,1.1295394798772034,4.479,0
httpd,-1.310711657645635,4.461,0
httpd,0.10897566246819643,4.821,0
httpd,-0.8685517952044312,4.428,0
httpd,-0.1904600466111946,4.235,0
httpd,0.4892042370145096,4.488,0
httpd,-1.1926503926704906,4.488,0
httpd,-0.25538716957160024,4.807,0
httpd,0.290000629494618,4.507,0
httpd,-2.372785122734936,4.513,0
httpd,-0.6588909548585499,1.638,0
httpd,-0.5251425044711459,4.495,0
httpd,1.917489620513803,4.554,0
httpd,0.1679195374066827,4.082,0
httpd,0.7078414871933462,4.495,0
httpd,-0.9914605502994984,4.721,0
httpd,-1.2309044982277135,4.523,0
httpd,-1.4454145088710944,4.797,0
httpd,-0.28073698970057265,4.738,0
httpd,0.39259573656164076,3.598,0
httpd,-1.0255458252337952,4.421,0
httpd,-0.1261159889751046,4.628,0
httpd,-1.2916813072333266,4.499,0
httpd,-1.7749476673368134,4.785,0
httpd,-1.5827919428404942,4.11,0
httpd,1.0061265207797232,4.126,0
httpd,-1.0889480006671588,4.499,0
httpd,-1.953758538134563,4.639,0
httpd,0.23491935971569075,4.494,0
httpd,1.5231944429586666,3.873,0
httpd,0.4110182818176326,4.159,0
httpd,1.6357200733989747,4.499,0
httpd,1.7490391071524516,4.418,0
httpd,0.10426852036214997,4.514,0
httpd,-1.8147155349326207,4.488,0
httpd,1.0479154265802626,4.501,0
httpd,0.6150734617413735,4.785,0
httpd,0.7318027188531826,4.803,0
httpd,0.814986330422273,4.505,0
httpd,0.5265156975490587,4.124,0
httpd,-1.3689491137418903,4.687,0
httpd,-0.4715702698130195,4.755,0
httpd,0.0,1.638,1
httpd,0.0,4.934,2
httpd,0.0,4.483486486486487,3
httpd,0.0,4.532866242733415,4
httpd,0.0,4.4341067302395585,4
mupdf,-0.45589579654620155,6.158,0
mupdf,-1.9032595386872502,5.931,0
mupdf,0.36027061432666213,3.26,0
mupdf,-1.2145746387279701,8.739,0
mupdf,1.5139446382690513,6.863,0
mupdf,0.3575748660053475,6.741,0
mupdf,0.47108443952508855,6.688,0
mupdf,-0.412690146389601,5.982,0
mupdf,0.24114217994459924,6.878,0
mupdf,-0.23782514668251256,6.956,0
mupdf,-0.41921669410975576,6.878,0
mupdf,0.7859564375842845,3.951,0
mupdf,0.004293176869399947,6.313,0
mupdf,-2.187549046002816,6.18,0
mupdf,-0.4217743198859381,6.123,0
mupdf,0.23467937934000324,5.84,0
mupdf,0.5560778343812304,5.774,0
mupdf,0.507734632387667,5.949,0
mupdf,-1.313860206192174,6.079,0
mupdf,1.0100506807464675,5.966,0
mupdf,-0.3067395455957613,7.076,0
mupdf,-1.2155885496981527,6.701,0
mupdf,-0.06446755189171263,6.701,0
mupdf,0.5263885507402113,6.858,0
mupdf,0.28716025928489736,6.726,0
mupdf,0.22143739061899437,5.856,0
mupdf,0.4024687546063041,6.936,0
mupdf,1.9843730482095052,6.948,0
mupdf,-0.7699851397502756,7.025,0
mupdf,1.043321550273914,7.143,0
mupdf,-0.019631065472650804,7.088,0
mupdf,0.853158065200026,6.766,0
mupdf,1.689402162014085,6.752,0
mupdf,0.7625212935574732,5.934,0
mupdf,-0.110165305249146,6.012,0
mupdf,1.187785211278162,6.058,0
mupdf,-0.5061522132242636,5.948,0
mupdf,0.2701877211961903,5.853,0
mupdf,0.5404409290793296,7.052,0
mupdf,-0.9916029305209547,6.977,0
mupdf,-2.0338642152865387,5.625,0
mupdf,-0.7005169350614948,6.125,0
mupdf,1.2379179096005777,6.126,0
mupdf,0.20084861378986948,6.058,0
mupdf,0.5882259390086294,6.161,0
mupdf,-1.0944786705143557,6.04,0
mupdf,1.160880648938658,5.932,0
mupdf,0.3227107853942772,6.323,0
mupdf,0.09855060254846315,6.218,0
mupdf,0.9179903399402782,6.095,0
mupdf,-0.3782526154535076,5.997,0
mupdf,-0.4269589712505889,5.837,0
mupdf,-0.1164161951070831,7.035,0
mupdf,-1.0904974441683437,6.917,0
mupdf,0.379504959746401,6.759,0
mupdf,-0.9953197506896972,6.167,0
mupdf,0.4687732859118221,6.063,0
mupdf,2.0914849341332804,6.113,0
mupdf,-0.26256039615974924,6.087,0
mupdf,-0.43591580134604324,6.023,0
mupdf,1.5151243306462734,5.972,0
mupdf,0.5386334904869655,5.979,0
mupdf,-0.8923568743346759,6.199,0
mupdf,-1.311414634049506,6.045,0
mupdf,0.47830303070771923,6.464,0
mupdf,-0.1642710642121338,6.824,0
mupdf,1.9123262192430888,6.727,0
mupdf,-0.17420576302319538,6.28,0
mupdf,-0.24411800657216795,6.169,0
mupdf,-0.26789058231395074,6.678,0
mupdf,0.2567279812109734,6.713,0
mupdf,-0.36009994523673483,6.62,0
mupdf,1.961581177683127,6.61,0
mupdf,-0.3353539604320627,6.251,0
mupdf,0.14176489879235624,6.17,0
mupdf,0.09940870879651378,6.11,0
mupdf,0.7275117252603046,6.09,0
mupdf,-2.9309592239973727,6.017,0
mupdf,-2.065572344766771,6.913,0
mupdf,0.0,3.26,1
mupdf,0.0,8.739,2
mupdf,0.0,6.33153164556962,3
mupdf,0.0,6.406003793973185,4
mupdf,0.0,6.257059497166056,4
netsurf,-0.27769830482360447,3.383,0
netsurf,-0.7421566924216181,7.178,0
netsurf,1.140931192793431,8.72,0
netsurf,-0.46402784239808226,7.077,0
netsurf,-1.1631750505850453,8.916,0
netsurf,3.296377089867183,9.05,0
netsurf,-0.45980817250820355,7.227,0
netsurf,-1.2900615871167178,7.696,0
netsurf,-2.210979706934205,6.44,0
netsurf,-1.3540771315641764,7.546,0
netsurf,-0.32791907703300144,7.451,0
netsurf,1.0100522642218719,7.344,0
netsurf,-0.34873149731424913,7.365,0
netsurf,-0.9956495150062536,7.184,0
netsurf,0.4244349252507754,7.267,0
netsurf,-0.5513935801735406,7.184,0
netsurf,0.2100020380688207,7.227,0
netsurf,0.35998229606391535,9.507,0
netsurf,1.2357201584464643,8.941,0
netsurf,-0.9967718067113749,8.988,0
netsurf,-1.5748075216836954,7.723,0
netsurf,0.2729734814765615,7.778,0
netsurf,0.042335975093366104,7.392,0
netsurf,0.10769605919417076,7.333,0
netsurf,0.29717515318014825,7.237,0
netsurf,-0.05864333663454065,7.414,0
netsurf,-0.20558152995138282,7.455,0
netsurf,-2.373844673782732,7.366,0
netsurf,-2.5459560906008725,9.048,0
netsurf,-1.1531557419371237,8.971,0
netsurf,-0.557626778566588,7.557,0
netsurf,-0.9748585465732651,7.209,0
netsurf,-1.6951741464366386,7.084,0
netsurf,0.4513039186476867,7.135,0
netsurf,-0.4908991682284498,7.858,0
netsurf,0.6578567168247332,7.772,0
netsurf,0.0,3.383,1
netsurf,0.0,9.507,2
netsurf,0.0,7.61175,3
netsurf,0.0,7.785479242793455,4
netsurf,0.0,7.438020757206544,4
proftpd,-1.0931200072983516,5.719,0
proftpd,-1.0349425766563791,5.682,0
proftpd,-0.6182141009495561,5.548,0
